username,donation,location,twitch_url,avatar,avatar_online_url
samueletienne,403 097,Sur place,https://twitch.tv/samueletienne,avatars/samueletienne.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6a421038-d455-41ed-9705-b32909ca182a-profile_image-300x300.png
saniahasna,1 245,À distance,https://twitch.tv/saniahasna,avatars/saniahasna.png,https://static-cdn.jtvnw.net/jtv_user_pictures/520d4310-275e-4011-b146-0dd0fb5e4264-profile_image-300x300.png
SAPEUH,4 066,À distance,https://twitch.tv/sapeuh,avatars/SAPEUH.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d4ba8fc5-af88-427a-8aca-83cebcd1d443-profile_image-300x300.png
Saruei,17 471,À distance,https://twitch.tv/saruei,avatars/Saruei.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b9cea023-ce83-4da8-a0c4-b0a0665e1ed5-profile_image-300x300.png
Sawpalin,4 840,À distance,https://twitch.tv/sawpalin,avatars/Sawpalin.png,https://static-cdn.jtvnw.net/jtv_user_pictures/192a288e-9ef3-4097-8a38-77927a46d788-profile_image-300x300.png
Schkaia,1 700,À distance,https://twitch.tv/schkaia,avatars/Schkaia.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d01e5ca3-4420-40d1-8cdc-7bbfe028ffc5-profile_image-300x300.png
Scok,6 711,À distance,https://twitch.tv/scok,avatars/Scok.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7e602df2f2647b96-profile_image-300x300.png
SEROTHS,4 264,À distance,https://twitch.tv/seroths,avatars/SEROTHS.png,https://static-cdn.jtvnw.net/jtv_user_pictures/0674d094-b768-450a-bda2-6efe14945718-profile_image-300x300.png
Sgauth,6 032,À distance,https://twitch.tv/sgauth,avatars/Sgauth.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e3c42662-0dc4-4151-a795-9756c985e696-profile_image-300x300.png
Shakaam,3 165,À distance,https://twitch.tv/shakaam,avatars/Shakaam.png,https://static-cdn.jtvnw.net/jtv_user_pictures/12f8f26b-cc89-48c8-82ff-f7f604e7bdd5-profile_image-300x300.png
Shisheyu,183 144,Sur place,https://twitch.tv/shisheyu,avatars/Shisheyu.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e27418ef-d1a0-416d-bb30-4d3e4fe03883-profile_image-300x300.png
shubbley,2 324,À distance,https://twitch.tv/shubbley,avatars/shubbley.png,https://static-cdn.jtvnw.net/jtv_user_pictures/cb4f88fb-dfe6-4dd0-abe6-014f0a29a642-profile_image-300x300.png
Shynouh,4 056,À distance,https://twitch.tv/shynouh,avatars/Shynouh.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3c072707-1441-46e6-a695-75fc330a3134-profile_image-300x300.png
SixenTv,25 137,À distance,https://twitch.tv/sixentv,avatars/SixenTv.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b19a949e-44e0-459b-a327-7f79b71a1a49-profile_image-300x300.png
Skerax,5 603,À distance,https://twitch.tv/skerax,avatars/Skerax.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1017b86c-dc05-4126-b843-2bd015e6b080-profile_image-300x300.png
Skyzio_,1 720,À distance,https://twitch.tv/skyzio_,avatars/Skyzio_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b35a07e7-1c71-4877-b927-ddb426ebba6c-profile_image-300x300.png
Slyders_HS,4 537,À distance,https://twitch.tv/slyders_hs,avatars/Slyders_HS.png,https://static-cdn.jtvnw.net/jtv_user_pictures/72222da7-7d69-4e7b-b21a-e616e705e85a-profile_image-300x300.png
SoHarumi,3 516,À distance,https://twitch.tv/soharumi,avatars/SoHarumi.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a8d1a88f-8623-4a84-b2c0-70e9e391978f-profile_image-300x300.jpeg
Sol_Hms,33 841,À distance,https://twitch.tv/sol_hms,avatars/Sol_Hms.png,https://static-cdn.jtvnw.net/jtv_user_pictures/16732d04-db77-4491-841a-ed1c4f433b68-profile_image-300x300.png
SolaryHS,27 397,À distance,https://twitch.tv/solaryhs,avatars/SolaryHS.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6db903c8-5eea-4815-b36e-4acb0e6dbf90-profile_image-300x300.jpeg
Solkarine,2 322,À distance,https://twitch.tv/solkarine,avatars/Solkarine.png,https://static-cdn.jtvnw.net/jtv_user_pictures/7a9c92a1-e2b2-48b0-83b5-619d8e4ad75f-profile_image-300x300.png
Splinter,18 431,À distance,https://twitch.tv/splinter,avatars/Splinter.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6585339d-60db-4217-8fb2-ccdd7715a3f6-profile_image-300x300.png
Sratuke,12 533,À distance,https://twitch.tv/sratuke,avatars/Sratuke.png,https://static-cdn.jtvnw.net/jtv_user_pictures/be3d3bd2-3eef-4f49-b075-1cfbd935b57d-profile_image-300x300.png
Ss7even,735,À distance,https://twitch.tv/ss7even,avatars/Ss7even.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e282d385-a9f9-4572-a42c-f5719d661e23-profile_image-300x300.png
St0neTV,4 000,À distance,https://twitch.tv/st0netv,avatars/St0neTV.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e6d513fb-62e5-4f42-bfda-baf8a98f61b1-profile_image-300x300.png
StanRenart,6 703,À distance,https://twitch.tv/stanrenart,avatars/StanRenart.png,https://static-cdn.jtvnw.net/jtv_user_pictures/38fb1c44-6e77-4eb9-939c-ef4b74d8e1a6-profile_image-300x300.png
StelliosOW,2 368,À distance,https://twitch.tv/stelliosow,avatars/StelliosOW.png,https://static-cdn.jtvnw.net/jtv_user_pictures/91218870-21a6-4316-9b06-450a367bcb13-profile_image-300x300.png
Strey_LoL,11 129,À distance,https://twitch.tv/strey_lol,avatars/Strey_LoL.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ec168580-c792-4d8c-bc67-18aca3e3b4c7-profile_image-300x300.png
Sturry316,26 151,À distance,https://twitch.tv/sturry316,avatars/Sturry316.png,https://static-cdn.jtvnw.net/jtv_user_pictures/61973a89-80cc-4a81-81a5-8ff5d5b2d5e6-profile_image-300x300.png
Sundae,43 956,Sur place,https://twitch.tv/sundae,avatars/Sundae.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5c9335f8-cc6c-45aa-970e-70b9e28e8843-profile_image-300x300.png
SwiFiiii,100,À distance,https://twitch.tv/swifiiii,avatars/SwiFiiii.png,https://static-cdn.jtvnw.net/jtv_user_pictures/563fd459-cf67-47fd-93b9-845ad0ad0d81-profile_image-300x300.png
SylvainLyve,402 050,Sur place,https://twitch.tv/sylvainlyve,avatars/SylvainLyve.png,https://static-cdn.jtvnw.net/jtv_user_pictures/032798ed-08fc-47c4-a8a0-d97d652a71aa-profile_image-300x300.png
Symphoniya_,3 055,À distance,https://twitch.tv/symphoniya_,avatars/Symphoniya_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/07878c1e-d2e3-44a5-84ba-c2483d002512-profile_image-300x300.png
Taelth,1 711,À distance,https://twitch.tv/taelth,avatars/Taelth.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d40a6190-0808-444f-9539-5e4240a30645-profile_image-300x300.png
Tamaroush_,5 703,À distance,https://twitch.tv/tamaroush_,avatars/Tamaroush_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/909c2fe8-b959-4e9c-bbd8-effd93fac174-profile_image-300x300.png
TCHOUUKI,10 678,À distance,https://twitch.tv/tchouuki,avatars/TCHOUUKI.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2b736d85-003d-46f9-9c2e-df04e4ae23d6-profile_image-300x300.png
TEHLeadersheep,5 331,À distance,https://twitch.tv/tehleadersheep,avatars/TEHLeadersheep.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f8355c85-f09f-4e01-9a0d-2cd0d1014d54-profile_image-300x300.png
Teuff_,3 633,À distance,https://twitch.tv/teuff_,avatars/Teuff_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/221b0586-3236-469e-8f0b-f27c16e38c64-profile_image-300x300.png
Thefoxeur,1 337,À distance,https://twitch.tv/thefoxeur,avatars/Thefoxeur.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3b3b057e-1f77-4941-8fbd-9e0e2a4846be-profile_image-300x300.png
TheGreatReview,68 032,Sur place,https://twitch.tv/thegreatreview,avatars/TheGreatReview.png,https://static-cdn.jtvnw.net/jtv_user_pictures/4b1feb0e-71f7-480c-b619-20fcae623345-profile_image-300x300.png
TheGuill84,126 349,Sur place,https://twitch.tv/theguill84,avatars/TheGuill84.png,https://static-cdn.jtvnw.net/jtv_user_pictures/81b200bd-a84c-49fc-8234-26e8457e520a-profile_image-300x300.jpeg
TheHolomovement,16 905,À distance,https://twitch.tv/theholomovement,avatars/TheHolomovement.png,https://static-cdn.jtvnw.net/jtv_user_pictures/9576286d-4bae-4e15-943f-5b6ab0e6571c-profile_image-300x300.png
theodort,11 509,Sur place,https://twitch.tv/theodort,avatars/theodort.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6df4caf1-4323-4b40-9a4b-adfaf0d348fc-profile_image-300x300.png
TipStevens,22 174,À distance,https://twitch.tv/tipstevens,avatars/TipStevens.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8c08d606-6fa5-4a11-ac12-bce7bd6de58d-profile_image-300x300.png
TogaLock_fr,13 001,À distance,https://twitch.tv/togalock_fr,avatars/TogaLock_fr.png,https://static-cdn.jtvnw.net/jtv_user_pictures/6314cec5-059d-421b-adb3-af76c05da1d1-profile_image-300x300.png
ToulouseLastStock,3 271,À distance,https://twitch.tv/toulouselaststock,avatars/ToulouseLastStock.png,https://static-cdn.jtvnw.net/jtv_user_pictures/bac958d9-45af-452f-a060-1b3b96badc38-profile_image-300x300.png
Trinity,35 237,Sur place,https://twitch.tv/trinity,avatars/Trinity.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1e95c83c-37fb-4f53-8f6c-a7a8615e9e4c-profile_image-300x300.png
Tsunadida,4 051,À distance,https://twitch.tv/tsunadida,avatars/Tsunadida.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3cbec248-2c3d-4e97-a52d-b2c817a4c22a-profile_image-300x300.png
Ultia,125 685,Sur place,https://twitch.tv/ultia,avatars/Ultia.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5e6a5413-b748-4880-8a60-2639cb55fe74-profile_image-300x300.png
Varg31,10 222,À distance,https://twitch.tv/varg31,avatars/Varg31.png,https://static-cdn.jtvnw.net/jtv_user_pictures/3695a58d-2010-4930-91e2-e5f2593a7182-profile_image-300x300.png
Verveine_,1 540,À distance,https://twitch.tv/verveine_,avatars/Verveine_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a926fd9c-6915-4d9d-af90-a6bd7b510901-profile_image-300x300.png
Voxioo,1 140,À distance,https://twitch.tv/voxioo,avatars/Voxioo.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2d892eaf-dfc3-49f8-ad45-aa3de619f65c-profile_image-300x300.png
VulvyQueen,4 200,À distance,https://twitch.tv/vulvyqueen,avatars/VulvyQueen.png,https://static-cdn.jtvnw.net/jtv_user_pictures/aa7ba106-da22-48cb-8534-1a2a6abdc86c-profile_image-300x300.png
WarhaDventure,5 066,À distance,https://twitch.tv/warhadventure,avatars/WarhaDventure.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d3b95f62-50ce-43f9-bafd-dfae9d420afb-profile_image-300x300.jpeg
Welliah,1 035,À distance,https://twitch.tv/welliah,avatars/Welliah.png,https://static-cdn.jtvnw.net/jtv_user_pictures/af455d08-1658-4139-a500-37f96fef583f-profile_image-300x300.png
Windsurfer2105,2 731,À distance,https://twitch.tv/windsurfer2105,avatars/Windsurfer2105.png,https://static-cdn.jtvnw.net/jtv_user_pictures/df7c6670-e83f-443d-850a-054ca9651a93-profile_image-300x300.png
Wingo,1 631,À distance,https://twitch.tv/wingo,avatars/Wingo.png,https://static-cdn.jtvnw.net/jtv_user_pictures/c23e244b-8a05-4dd6-9569-5490eb97c613-profile_image-300x300.png
Yannock_,3 510,À distance,https://twitch.tv/yannock_,avatars/Yannock_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/baecba18-b902-42be-8598-b5323765a5e9-profile_image-300x300.png
Yodahkiin_,2 355,À distance,https://twitch.tv/yodahkiin_,avatars/Yodahkiin_.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f8c67d51-f06e-4dda-9713-85690107d149-profile_image-300x300.png
Ysadhora,2 192,À distance,https://twitch.tv/ysadhora,avatars/Ysadhora.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2dfda43c-da13-405a-9f96-826a95054e81-profile_image-300x300.png
zacknani,202 382,Sur place,https://twitch.tv/zacknani,avatars/zacknani.png,https://static-cdn.jtvnw.net/jtv_user_pictures/46301a70-a0bd-4721-8505-6422ae194cf9-profile_image-300x300.png
Zayphira,5 121,À distance,https://twitch.tv/zayphira,avatars/Zayphira.png,https://static-cdn.jtvnw.net/jtv_user_pictures/5ffb1965-9654-4823-bdcf-643b27ff0a88-profile_image-300x300.png
ZeratoR,1 154 212,Sur place,https://twitch.tv/zerator,avatars/ZeratoR.png,https://static-cdn.jtvnw.net/jtv_user_pictures/599b546a-c27f-4684-93ff-5eeecd01fb2b-profile_image-300x300.png
ZEVENT,54 442,Sur place,https://twitch.tv/zevent,avatars/ZEVENT.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e5854ef2-b281-42c7-b276-928e3ca442c4-profile_image-300x300.png
ZEventPlays,357,Sur place,https://twitch.tv/zeventplays,avatars/ZEventPlays.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a86c71ae-e2ee-422c-8d50-dcb16d0535aa-profile_image-300x300.png
Zimas,6 031,À distance,https://twitch.tv/zimas,avatars/Zimas.png,https://static-cdn.jtvnw.net/jtv_user_pictures/18315513-d7ee-48b6-8034-31698dd753ac-profile_image-300x300.png
